"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"DERL3",0,2.25483580693364,0.376,0.024,0,"B cells","DERL3"
"HLA-DRA.5",0,1.95281978904538,0.701,0.312,0,"B cells","HLA-DRA"
"HLA-DQA1.5",0,1.76816148812182,0.582,0.165,0,"B cells","HLA-DQA1"
"BANK1",0,1.69856335049154,0.365,0.005,0,"B cells","BANK1"
"CD79B.1",0,1.69001850584915,0.42,0.056,0,"B cells","CD79B"
"VPREB3",0,1.52826240179047,0.283,0.003,0,"B cells","VPREB3"
"RALGPS2.1",0,1.33303011227607,0.369,0.055,0,"B cells","RALGPS2"
"POU2AF1",0,1.19509577237642,0.327,0.009,0,"B cells","POU2AF1"
"HVCN1",0,1.18843748961618,0.279,0.036,0,"B cells","HVCN1"
"BLNK",0,1.04148362476761,0.308,0.027,0,"B cells","BLNK"
"FCRLA",0,1.04117003984674,0.232,0.001,0,"B cells","FCRLA"
"FCER2",0,0.96681716913366,0.154,0.001,0,"B cells","FCER2"
"IGHD",0,0.961456738017065,0.132,0.002,0,"B cells","IGHD"
"FCMR.5",0,0.938895587032644,0.321,0.128,0,"B cells","FCMR"
"CD22",0,0.908742241662309,0.199,0.004,0,"B cells","CD22"
"TNFRSF13C",0,0.896773552326911,0.201,0.004,0,"B cells","TNFRSF13C"
"POLD4.5",0,0.879050154400838,0.428,0.207,0,"B cells","POLD4"
"TNFRSF13B",0,0.758922103066758,0.171,0.005,0,"B cells","TNFRSF13B"
"SPIB",0,0.74419937320202,0.16,0.005,0,"B cells","SPIB"
"FCHSD2.1",0,0.741523625266568,0.246,0.056,0,"B cells","FCHSD2"
"BCL11A",0,0.740338625076591,0.18,0.034,0,"B cells","BCL11A"
"CD72.1",0,0.734423229092914,0.154,0.03,0,"B cells","CD72"
"CD38",0,0.715048679684108,0.235,0.06,0,"B cells","CD38"
"TNFRSF17",0,0.690776948388199,0.173,0.001,0,"B cells","TNFRSF17"
"PAX5",0,0.665491002167612,0.147,0.001,0,"B cells","PAX5"
"ST6GAL1.1",0,0.647306778003597,0.24,0.076,0,"B cells","ST6GAL1"
"DOK3.1",0,0.433309100315834,0.139,0.024,0,"B cells","DOK3"
"EMP1.5",0,-0.948749313907008,0.015,0.241,0,"B cells","EMP1"
"CD9.4",0,-1.10830556883591,0.116,0.428,0,"B cells","CD9"
"MDK.4",0,-1.12025987892093,0.067,0.315,0,"B cells","MDK"
"RNASE1.3",0,-1.12132849990507,0.357,0.675,0,"B cells","RNASE1"
"S100A13.5",0,-1.1243831468632,0.047,0.365,0,"B cells","S100A13"
"NNMT.5",0,-1.26832711126967,0.02,0.25,0,"B cells","NNMT"
"CEBPB.5",0,-1.30376823115464,0.097,0.399,0,"B cells","CEBPB"
"ELF3.5",0,-1.3081589148988,0.029,0.281,0,"B cells","ELF3"
"CD3D.5",0,-1.57783483535751,0.04,0.274,0,"B cells","CD3D"
"GSN.3",0,-1.7955757386858,0.113,0.414,0,"B cells","GSN"
"S100A10.4",0,-1.96789466360215,0.337,0.749,0,"B cells","S100A10"
"KRT7.5",0,-2.08010097060416,0.089,0.379,0,"B cells","KRT7"
"TM4SF1.4",0,-2.3012927509833,0.051,0.4,0,"B cells","TM4SF1"
"KRT17.5",0,-2.85956500751131,0.024,0.248,0,"B cells","KRT17"
"RHOH.5",4.13678937191226e-307,0.706414280376094,0.401,0.189,2.29943437237743e-302,"B cells","RHOH"
"MAFF.3",8.27888785477062e-247,-0.75083851182755,0.031,0.224,4.60181981407425e-242,"B cells","MAFF"
"COL6A2.5",2.85939448649256e-244,-1.44523683182091,0.021,0.205,1.58939442531689e-239,"B cells","COL6A2"
"GIMAP7.5",1.46823735388381e-242,-0.964655994382357,0.03,0.219,8.16119733156318e-238,"B cells","GIMAP7"
"KRT15.5",8.82149857082456e-240,-1.42755126360691,0.026,0.211,4.90342998059283e-235,"B cells","KRT15"
"EPCAM.4",5.33934034429471e-227,-0.717398183018206,0.036,0.222,2.96787233037621e-222,"B cells","EPCAM"
"SERPINH1.5",4.83408123773735e-218,-0.680219585936504,0.024,0.197,2.68702405599631e-213,"B cells","SERPINH1"
"CD3G.5",5.58509454179683e-212,-0.959976751615689,0.028,0.196,3.10447480105777e-207,"B cells","CD3G"
"PALLD.4",1.00108238709851e-209,-0.58868467002517,0.025,0.192,5.56451644868707e-205,"B cells","PALLD"
"SPARCL1.5",9.36573121919674e-208,-1.72059623053095,0.025,0.188,5.20594169819051e-203,"B cells","SPARCL1"
"IL7R.5",9.2168279109653e-206,-1.92433513832177,0.041,0.211,5.12317379431006e-201,"B cells","IL7R"
"CST7.5",3.73669448335091e-203,-1.36410000856848,0.047,0.215,2.0770416285706e-198,"B cells","CST7"
"MMP14.4",1.63807549239421e-201,-0.639064582444931,0.007,0.158,9.10524262447322e-197,"B cells","MMP14"
"CD81.4",2.21480160209342e-200,-0.732989933621916,0.118,0.314,1.23109747052363e-195,"B cells","CD81"
"LAMB3.4",3.26266707738375e-195,-0.571571846716864,0.006,0.153,1.81355349496376e-190,"B cells","LAMB3"
"BACH2",3.45205246236579e-195,0.568406139086587,0.115,0.035,1.91882336120603e-190,"B cells","BACH2"
"FOSL2.1",2.26499052517623e-194,-0.518451392826145,0.043,0.212,1.2589949834192e-189,"B cells","FOSL2"
"VEGFA.5",1.15572265336734e-192,-0.6401334992694,0.021,0.175,6.42408436874233e-188,"B cells","VEGFA"
"FKBP11.2",4.03333416576665e-186,1.16232789123293,0.332,0.206,2.24192879604139e-181,"B cells","FKBP11"
"TUBA1B.3",2.17604408037485e-184,-0.70108268073627,0.47,0.65,1.20955410207636e-179,"B cells","TUBA1B"
"VIM.4",4.54646862421395e-182,-0.809448848497562,0.716,0.771,2.52715458476932e-177,"B cells","VIM"
"SWAP70.1",2.2516025968283e-178,0.687455511787835,0.267,0.145,1.25155330344701e-173,"B cells","SWAP70"
"C1S.4",1.25747573511097e-170,-1.02740140957949,0.02,0.159,6.98967887361435e-166,"B cells","C1S"
"ITGA2.4",1.70671527781648e-168,-0.424035855967591,0.004,0.132,9.4867768717429e-164,"B cells","ITGA2"
"PRKCH.5",9.07452133687127e-167,-0.59275688952915,0.019,0.154,5.0440726850999e-162,"B cells","PRKCH"
"IGFBP7.5",3.83130406415608e-162,-2.25761236414483,0.07,0.22,2.12963036406116e-157,"B cells","IGFBP7"
"TAGLN.5",1.13980953215578e-161,-1.75939126606807,0.045,0.189,6.33563128448792e-157,"B cells","TAGLN"
"IRX3.3",2.58445659216029e-159,-0.376358864893144,0.009,0.134,1.4365701967523e-154,"B cells","IRX3"
"ID1.3",1.52314046302431e-156,-0.890981434653104,0.016,0.144,8.46637626372065e-152,"B cells","ID1"
"KLF4.4",2.53572429035651e-153,-0.636798151972708,0.046,0.188,1.40948234679466e-148,"B cells","KLF4"
"RUNX1.2",1.15333769942159e-151,-0.444356018957534,0.094,0.256,6.41082760223489e-147,"B cells","RUNX1"
"LCK.5",1.72902203528978e-148,-0.890392027731811,0.087,0.229,9.61076898315822e-144,"B cells","LCK"
"RARRES2.4",6.75746165360777e-147,-1.00938057674603,0.013,0.133,3.75613506015788e-142,"B cells","RARRES2"
"FSTL1.4",6.88866710097969e-141,-0.589753730671135,0.008,0.12,3.82906560807956e-136,"B cells","FSTL1"
"SPHK1.3",4.65266557392596e-138,-0.384638991343803,0.028,0.151,2.58618415926674e-133,"B cells","SPHK1"
"TXNDC11",7.49403177882512e-136,0.563190012762396,0.214,0.111,4.16555756425994e-131,"B cells","TXNDC11"
"EHD2.4",1.92019432594867e-135,-0.316662205515107,0.005,0.11,1.06734001607857e-130,"B cells","EHD2"
"EPAS1.3",3.19351966380997e-135,-0.4823156018419,0.012,0.124,1.77511790512877e-130,"B cells","EPAS1"
"GZMM.5",1.47508103910284e-133,-0.632009423926072,0.013,0.123,8.19923795585312e-129,"B cells","GZMM"
"CD44.1",5.51561753190368e-133,-0.451239005041156,0.417,0.595,3.06585600510866e-128,"B cells","CD44"
"IGFBP6.5",7.38307849460663e-132,-0.748328187898568,0.01,0.116,4.10388418122709e-127,"B cells","IGFBP6"
"CXCL3.5",8.43467342629927e-132,-1.05873849369756,0.007,0.111,4.68841322400845e-127,"B cells","CXCL3"
"LTF.5",4.51668578582891e-130,-2.04475276482826,0.021,0.133,2.510599794053e-125,"B cells","LTF"
"PTPRCAP.5",1.50896639777937e-129,0.262535482619957,0.236,0.117,8.38758972205664e-125,"B cells","PTPRCAP"
"AGR2.5",1.27350796945266e-127,-1.17842945151668,0.008,0.111,7.07879404820261e-123,"B cells","AGR2"
"HMGB2.5",2.99546361366475e-126,-0.567838611888366,0.182,0.348,1.66502844965555e-121,"B cells","HMGB2"
"CD8A.5",1.99081852189648e-124,-1.33115837842249,0.028,0.137,1.10659647539616e-119,"B cells","CD8A"
"CD70",1.23665600913648e-122,0.273452786509896,0.101,0.036,6.87395242678513e-118,"B cells","CD70"
"SLC9A3R2.2",3.63080809398609e-122,-0.498348352747713,0.008,0.107,2.01818467904217e-117,"B cells","SLC9A3R2"
"TNFAIP3.5",2.08399613768173e-121,-0.907953888870157,0.183,0.326,1.15838925313039e-116,"B cells","TNFAIP3"
"PBX1.4",3.92990552638735e-120,-0.370347584535298,0.02,0.126,2.18443798684241e-115,"B cells","PBX1"
"EHF.5",5.8129862557538e-120,-0.32195420726808,0.01,0.108,3.23114841026075e-115,"B cells","EHF"
"ACTA2.5",6.89524595495692e-119,-1.22525790575886,0.045,0.161,3.83272246406281e-114,"B cells","ACTA2"
"PRF1.5",3.03946840581278e-117,-0.723224934093055,0.013,0.112,1.68948851337104e-112,"B cells","PRF1"
"TIMP3.5",9.27652310546641e-117,-1.12763301738235,0.048,0.163,5.1563553681735e-112,"B cells","TIMP3"
"CD8B.5",1.28065202962787e-116,-0.964756247821898,0.017,0.117,7.11850430668653e-112,"B cells","CD8B"
"KRT16.5",1.09415432758234e-113,-0.64353899973776,0.011,0.106,6.08185682986645e-109,"B cells","KRT16"
"GEM.5",6.67472153083477e-113,-0.560028087549122,0.021,0.122,3.7101439629145e-108,"B cells","GEM"
"CCL4.5",1.39210135072388e-112,-2.39155738059357,0.077,0.192,7.73799535799868e-108,"B cells","CCL4"
"IGFBP3.4",9.94607218441941e-112,-1.0083552296155,0.016,0.112,5.52852422370953e-107,"B cells","IGFBP3"
"FBLN5.5",7.04223233016145e-111,-0.587792202417228,0.009,0.1,3.91442484072024e-106,"B cells","FBLN5"
"SH2D1A.5",3.27896277060446e-110,-0.512686408814215,0.011,0.104,1.82261145604049e-105,"B cells","SH2D1A"
"KLRB1.5",5.35920948594444e-110,-0.986076439252473,0.01,0.101,2.97891659276221e-105,"B cells","KLRB1"
"IL2RB.5",1.31942308158919e-106,-0.577462308653541,0.019,0.113,7.33401319901351e-102,"B cells","IL2RB"
"TNFRSF1B.5",2.26156965160659e-101,-0.653102525419453,0.096,0.212,1.25709349084553e-96,"B cells","TNFRSF1B"
"ITK.5",4.18681796710772e-95,-0.433516753599073,0.017,0.103,2.32724276701683e-90,"B cells","ITK"
"CD6.5",6.22641370578211e-95,-0.509754685587969,0.034,0.127,3.46095205835898e-90,"B cells","CD6"
"PLEC.2",1.29524254358135e-94,-0.348071414486647,0.092,0.212,7.19960567849695e-90,"B cells","PLEC"
"ENG.4",1.65458172910971e-93,-0.452803453128672,0.028,0.119,9.19699254125633e-89,"B cells","ENG"
"DCN.5",1.89396469334039e-93,-2.52989089598934,0.045,0.14,1.05276027479326e-88,"B cells","DCN"
"GNG11.5",7.2344360347322e-93,-0.803972018529737,0.027,0.116,4.02126126990589e-88,"B cells","GNG11"
"BGN.4",2.416540996883e-87,-1.04349057701027,0.019,0.1,1.34323431311741e-82,"B cells","BGN"
"CAV1.5",8.33947438159577e-84,-0.850913508343768,0.111,0.217,4.63549683501001e-79,"B cells","CAV1"
"GZMK.5",2.47626536014105e-83,-1.1096244525148,0.022,0.1,1.3764321004344e-78,"B cells","GZMK"
"STAT3.3",2.74763729545259e-81,-0.312608615168092,0.308,0.459,1.52727419067732e-76,"B cells","STAT3"
"KLF9.1",8.50959931041672e-81,-0.273328378724933,0.039,0.127,4.73006077669514e-76,"B cells","KLF9"
"LUM.5",1.15226812527194e-78,-1.94572716643631,0.031,0.109,6.40488237432407e-74,"B cells","LUM"
"NR4A1.4",9.5006463340723e-78,0.446414928020292,0.327,0.223,5.28093426479409e-73,"B cells","NR4A1"
"BIRC3.4",1.04725037636736e-74,0.659321393421776,0.347,0.252,5.82114121703799e-70,"B cells","BIRC3"
"TRAC.5",2.11853447182044e-74,-0.778524864504935,0.106,0.2,1.17758738616139e-69,"B cells","TRAC"
"SGK1.4",1.61867279602581e-72,-0.431486251661107,0.082,0.178,8.99739273670944e-68,"B cells","SGK1"
"ETS1.5",1.02274308351897e-71,-0.443225496112228,0.103,0.201,5.68491742974018e-67,"B cells","ETS1"
"P4HA1.2",6.04388756204806e-70,-0.276152150070022,0.086,0.183,3.35949490136441e-65,"B cells","P4HA1"
"FN1.5",2.64247303447306e-68,-1.8061643310833,0.047,0.125,1.46881863621185e-63,"B cells","FN1"
"COL3A1.5",4.19942849253562e-64,-2.22813477779811,0.04,0.111,2.33425232757592e-59,"B cells","COL3A1"
"COL1A2.5",3.61447488888454e-63,-2.42477948471096,0.056,0.131,2.00910586698647e-58,"B cells","COL1A2"
"EGR1.3",1.6851531991367e-61,-0.457592654570071,0.185,0.294,9.36692405740137e-57,"B cells","EGR1"
"NR4A2.5",2.82686834425764e-59,0.389243289035164,0.387,0.293,1.57131476915561e-54,"B cells","NR4A2"
"COL1A1.5",4.39692784484402e-59,-2.85884222250804,0.058,0.131,2.44403234255655e-54,"B cells","COL1A1"
"TSTD1.3",2.13973416205218e-58,-0.38181237071438,0.347,0.45,1.1893712339767e-53,"B cells","TSTD1"
"CRELD2",1.58318112043941e-57,0.493877009610685,0.274,0.204,8.80011225796243e-53,"B cells","CRELD2"
"TCF7.4",1.8456218224217e-50,-0.266376387367844,0.038,0.1,1.0258888899931e-45,"B cells","TCF7"
"PXK",1.6098334905516e-49,0.27250873694722,0.121,0.07,8.94825945723104e-45,"B cells","PXK"
"SKAP1.5",5.58603430730929e-47,-0.372124710256661,0.094,0.166,3.10499716971787e-42,"B cells","SKAP1"
"STMN1.4",8.05193040862306e-47,-0.465621949501165,0.185,0.282,4.47566551763313e-42,"B cells","STMN1"
"LAG3.5",6.03248542834018e-45,-0.576208906759997,0.051,0.109,3.35315702534289e-40,"B cells","LAG3"
"MGLL.2",7.58374163171967e-45,-0.373388147050992,0.073,0.138,4.21542278599138e-40,"B cells","MGLL"
"SPCS3.1",2.11089801912279e-40,0.51046270427645,0.358,0.315,1.1733426639294e-35,"B cells","SPCS3"
"COL6A3.4",7.25313703325774e-39,-0.894362932305099,0.077,0.133,4.03165621993631e-34,"B cells","COL6A3"
"RGCC.4",5.05657104899206e-38,-0.481312721339802,0.21,0.286,2.81069501758224e-33,"B cells","RGCC"
"IFI27.5",7.31353082407748e-30,-0.936765985803629,0.185,0.242,4.06522610856347e-25,"B cells","IFI27"
"ID3.5",9.54315371279475e-24,-0.530251719679873,0.197,0.257,5.30456199125696e-19,"B cells","ID3"
"SRGN.5",1.82285626520892e-16,-0.732203330838758,0.509,0.465,1.01323465501638e-11,"B cells","SRGN"
"IFITM1.5",3.27110499177917e-05,-0.31670494917876,0.511,0.449,1,"B cells","IFITM1"
"STMN1.5",0,2.31124565954335,0.631,0.255,0,"Gamma delta T cells","STMN1"
"UBE2C",0,1.82751902715329,0.338,0.019,0,"Gamma delta T cells","UBE2C"
"HMGB2.6",0,1.81095413920691,0.584,0.322,0,"Gamma delta T cells","HMGB2"
"CENPF",0,1.6123893283617,0.338,0.026,0,"Gamma delta T cells","CENPF"
"MKI67",0,1.54608465670583,0.3,0.014,0,"Gamma delta T cells","MKI67"
"TYMS",0,1.50998826300924,0.311,0.033,0,"Gamma delta T cells","TYMS"
"TUBA1B.4",0,1.49293272508507,0.825,0.627,0,"Gamma delta T cells","TUBA1B"
"TOP2A",0,1.33821216993807,0.288,0.013,0,"Gamma delta T cells","TOP2A"
"NUSAP1",0,1.33744770265367,0.32,0.018,0,"Gamma delta T cells","NUSAP1"
"BIRC5",0,1.18843081337747,0.306,0.017,0,"Gamma delta T cells","BIRC5"
"ASPM",0,1.01674246819464,0.214,0.007,0,"Gamma delta T cells","ASPM"
"CCNB1",0,0.895048659313638,0.218,0.024,0,"Gamma delta T cells","CCNB1"
"PCNA",0,0.748974827665438,0.336,0.129,0,"Gamma delta T cells","PCNA"
"PRC1",0,0.705442741155855,0.204,0.017,0,"Gamma delta T cells","PRC1"
"CENPA",0,0.655994509095119,0.176,0.007,0,"Gamma delta T cells","CENPA"
"HMMR",0,0.58875718024238,0.157,0.006,0,"Gamma delta T cells","HMMR"
"AURKB",0,0.586963543063165,0.174,0.005,0,"Gamma delta T cells","AURKB"
"TROAP",0,0.498454875708908,0.151,0.009,0,"Gamma delta T cells","TROAP"
"KIF23",0,0.491588755139426,0.136,0.006,0,"Gamma delta T cells","KIF23"
"CKAP2L",0,0.473299209781142,0.132,0.004,0,"Gamma delta T cells","CKAP2L"
"ECT2",0,0.366200687440359,0.13,0.02,0,"Gamma delta T cells","ECT2"
"CKAP2",4.835053805281e-287,0.483653931711937,0.209,0.062,2.68756465766544e-282,"Gamma delta T cells","CKAP2"
"JUNB.3",9.24747230007256e-260,-1.34054816387221,0.628,0.767,5.14020747799533e-255,"Gamma delta T cells","JUNB"
"EPCAM.5",1.29970926490416e-191,0.754808648780832,0.376,0.199,7.22443394896975e-187,"Gamma delta T cells","EPCAM"
"SRGN.6",1.94113796827839e-181,-1.19206193678025,0.254,0.48,1.07898153966754e-176,"Gamma delta T cells","SRGN"
"KRT7.6",1.22852346556608e-177,0.578314952059286,0.563,0.347,6.82874768334908e-173,"Gamma delta T cells","KRT7"
"AGR2.6",2.42362668005337e-143,0.862209926614648,0.219,0.097,1.34717289010767e-138,"Gamma delta T cells","AGR2"
"TSTD1.4",3.6813209591733e-139,0.479284205979791,0.628,0.432,2.04626225515648e-134,"Gamma delta T cells","TSTD1"
"CDKN2A.1",5.17127114053897e-139,0.495604094297094,0.195,0.082,2.87445106346859e-134,"Gamma delta T cells","CDKN2A"
"IL7R.6",5.75503623776814e-119,-1.84171451143643,0.064,0.206,3.19893689276342e-114,"Gamma delta T cells","IL7R"
"IGFBP7.6",1.00226336336727e-116,-2.28828608097745,0.075,0.217,5.57108090527694e-112,"Gamma delta T cells","IGFBP7"
"CD9.5",4.11951108596842e-114,0.405837577213445,0.584,0.396,2.28983023713555e-109,"Gamma delta T cells","CD9"
"VIM.5",1.7827093145737e-104,-0.378969592561052,0.601,0.776,9.90918972505792e-100,"Gamma delta T cells","VIM"
"HMGA1.3",2.6643924269161e-104,0.375373086044537,0.509,0.345,1.48100253050131e-99,"Gamma delta T cells","HMGA1"
"PTPRC.4",1.28025537414137e-101,-0.832067374946357,0.229,0.387,7.11629949716481e-97,"Gamma delta T cells","PTPRC"
"DCN.6",4.09704283829157e-96,-2.60000220759214,0.028,0.139,2.27734126166437e-91,"Gamma delta T cells","DCN"
"COL1A2.6",5.066221497556e-91,-2.59107269644235,0.026,0.131,2.8160592194165e-86,"Gamma delta T cells","COL1A2"
"IFITM1.6",3.76784355666515e-84,-0.402376250134231,0.301,0.462,2.09435584097232e-79,"Gamma delta T cells","IFITM1"
"TGFBR2.2",1.8167086930111e-83,-0.568538178974539,0.095,0.212,1.00981752701022e-78,"Gamma delta T cells","TGFBR2"
"KLF2.5",1.74874098094809e-82,-0.622290108236808,0.056,0.165,9.72037674259995e-78,"Gamma delta T cells","KLF2"
"ELF3.6",3.44998386978943e-82,0.332070846067667,0.397,0.256,1.91767353402245e-77,"Gamma delta T cells","ELF3"
"COL3A1.6",2.86414003836108e-79,-2.34445041755255,0.019,0.111,1.592032240323e-74,"Gamma delta T cells","COL3A1"
"TIMP3.6",1.62616582361095e-74,-1.04194296873385,0.057,0.16,9.03904273054145e-70,"Gamma delta T cells","TIMP3"
"SPARCL1.6",6.19263892327213e-74,-1.5529846491301,0.079,0.182,3.44217834550082e-69,"Gamma delta T cells","SPARCL1"
"COL1A1.6",7.44546594797047e-74,-3.0469309586036,0.036,0.131,4.13856224717939e-69,"Gamma delta T cells","COL1A1"
"COL6A3.5",1.1763450520468e-73,-1.02480539954145,0.039,0.134,6.53871397180212e-69,"Gamma delta T cells","COL6A3"
"COL6A2.6",6.84530042489357e-73,-1.2437247653867,0.092,0.198,3.80496024117709e-68,"Gamma delta T cells","COL6A2"
"LUM.6",4.37263809712278e-72,-1.96066258131565,0.022,0.108,2.4305308862857e-67,"Gamma delta T cells","LUM"
"GSN.4",2.17178811891189e-69,-1.28515067655635,0.294,0.398,1.20718842589717e-64,"Gamma delta T cells","GSN"
"FOSB.4",4.05325867362364e-67,-0.607562111239703,0.29,0.412,2.2530038337337e-62,"Gamma delta T cells","FOSB"
"NR4A2.6",5.29335395414123e-67,-0.7380683386564,0.192,0.306,2.9423107954094e-62,"Gamma delta T cells","NR4A2"
"ENG.5",1.11665795460658e-66,-0.468218328705365,0.031,0.117,6.20694324068069e-62,"Gamma delta T cells","ENG"
"FN1.6",3.53549940858627e-65,-1.80884992699316,0.037,0.124,1.96520734626268e-60,"Gamma delta T cells","FN1"
"GIMAP7.6",8.18243166406324e-63,-0.680908758666769,0.111,0.211,4.54820464046955e-58,"Gamma delta T cells","GIMAP7"
"IFNG.1",1.68299198265535e-61,0.439306909684734,0.11,0.05,9.35491093558977e-57,"Gamma delta T cells","IFNG"
"IFI27.6",3.61946060102209e-60,-0.939552737368826,0.136,0.244,2.01187717507813e-55,"Gamma delta T cells","IFI27"
"GNG11.6",2.97827499549692e-58,-0.781009703489106,0.035,0.114,1.65547415624696e-53,"Gamma delta T cells","GNG11"
"ZEB2.3",1.03825707209644e-56,-0.47542085244055,0.068,0.156,5.77115193524808e-52,"Gamma delta T cells","ZEB2"
"FOXA1.1",1.67688213215221e-54,0.263336659024425,0.103,0.049,9.32094933156807e-50,"Gamma delta T cells","FOXA1"
"CD4.5",1.78869894164078e-53,-0.383245249454826,0.039,0.115,9.94248306711027e-49,"Gamma delta T cells","CD4"
"ICAM2.4",1.42785275895327e-51,-0.381016218482278,0.042,0.116,7.93671956064175e-47,"Gamma delta T cells","ICAM2"
"IRX3.4",5.21921266698573e-51,0.291178985347217,0.199,0.121,2.90109936094402e-46,"Gamma delta T cells","IRX3"
"KRT17.6",7.61206400385333e-49,0.391705208182275,0.323,0.227,4.23116577654187e-44,"Gamma delta T cells","KRT17"
"RARRES2.5",6.47520594133298e-48,-0.869782249815604,0.055,0.128,3.59924322248994e-43,"Gamma delta T cells","RARRES2"
"C1S.5",1.34515538982785e-46,-0.800655504016712,0.076,0.153,7.47704623435813e-42,"Gamma delta T cells","C1S"
"CD81.5",1.83833944553345e-46,-0.525050669647973,0.215,0.305,1.02184098079977e-41,"Gamma delta T cells","CD81"
"EGR1.4",5.12142830954521e-46,-0.856099673729806,0.204,0.291,2.84674592586071e-41,"Gamma delta T cells","EGR1"
"FSTL1.5",8.0491019668177e-45,-0.495023819510528,0.047,0.116,4.47409332825562e-40,"Gamma delta T cells","FSTL1"
"TNFAIP3.6",7.54939378087627e-42,-0.479742284676699,0.225,0.321,4.19633053310008e-37,"Gamma delta T cells","TNFAIP3"
"NR4A1.5",1.85533038967212e-40,-0.514808001545498,0.15,0.235,1.03128539709925e-35,"Gamma delta T cells","NR4A1"
"MMP14.5",3.24540642346132e-40,-0.416326614458783,0.078,0.151,1.80395916048097e-35,"Gamma delta T cells","MMP14"
"FCMR.6",3.91302500337604e-37,-0.50742854739533,0.081,0.145,2.17505494812657e-32,"Gamma delta T cells","FCMR"
"SGK1.5",1.49562522030481e-34,-0.501213744213087,0.108,0.175,8.3134327870643e-30,"Gamma delta T cells","SGK1"
"KLF4.5",2.80346598929177e-33,-0.509324983452851,0.115,0.182,1.55830657014783e-28,"Gamma delta T cells","KLF4"
"POLD4.6",4.23601151784558e-32,-0.361505301112886,0.157,0.226,2.35458700219447e-27,"Gamma delta T cells","POLD4"
"IGKC.6",5.85874402455572e-32,-2.7270542878983,0.157,0.231,3.2565828660493e-27,"Gamma delta T cells","IGKC"
"KLF6.4",4.71236642158517e-31,-0.330177823765202,0.552,0.621,2.61936887543811e-26,"Gamma delta T cells","KLF6"
"CD44.2",3.51860947200943e-29,-0.352377662935259,0.55,0.584,1.95581907501644e-24,"Gamma delta T cells","CD44"
"EPAS1.4",1.26888916296209e-28,-0.323977446642481,0.064,0.119,7.05312041232475e-24,"Gamma delta T cells","EPAS1"
"DUSP2.4",3.26485235735927e-26,-0.420998248179377,0.234,0.307,1.81476818283815e-21,"Gamma delta T cells","DUSP2"
"IGFBP6.6",9.33316258802414e-26,-0.600049458488653,0.062,0.111,5.18783842455322e-21,"Gamma delta T cells","IGFBP6"
"ETS1.6",1.38777276444906e-23,-0.40364649700245,0.143,0.196,7.71393491119013e-19,"Gamma delta T cells","ETS1"
"STAT3.4",2.64011899066228e-23,-0.271268822510979,0.399,0.452,1.46751014095963e-18,"Gamma delta T cells","STAT3"
"CAV1.6",1.95028234825929e-21,-0.648672000602238,0.16,0.212,1.08406444327993e-16,"Gamma delta T cells","CAV1"
"CREM.5",1.6677912837329e-20,-0.643343628559906,0.241,0.287,9.27041785062932e-16,"Gamma delta T cells","CREM"
"IGHG1.6",3.41854778240669e-20,-2.42056525101474,0.069,0.113,1.90019978485076e-15,"Gamma delta T cells","IGHG1"
"RGCC.5",4.12653963765904e-20,-0.477123823208425,0.226,0.284,2.29373705759278e-15,"Gamma delta T cells","RGCC"
"HLA-DQA1.6",1.21597166851818e-19,-0.872466008188072,0.15,0.198,6.75897851945833e-15,"Gamma delta T cells","HLA-DQA1"
"HLA-DRA.6",5.58747261626419e-19,-1.44555467872139,0.3,0.342,3.10579665375045e-14,"Gamma delta T cells","HLA-DRA"
"CD3D.6",3.75913934698289e-18,-0.440403765897191,0.209,0.26,2.08951760602044e-13,"Gamma delta T cells","CD3D"
"TAGLN.6",5.36987479840596e-18,-0.870163413371315,0.133,0.182,2.98484490669396e-13,"Gamma delta T cells","TAGLN"
"MDK.5",1.57243609443935e-16,0.283279323649854,0.36,0.294,8.74038603094113e-12,"Gamma delta T cells","MDK"
"TNFRSF1B.6",1.68161491735972e-16,-0.292292504067529,0.157,0.206,9.34725651814402e-12,"Gamma delta T cells","TNFRSF1B"
"GZMM.6",5.63713303693445e-15,-0.389548540517501,0.083,0.117,3.13340039858001e-10,"Gamma delta T cells","GZMM"
"CD27.5",3.81814636981314e-14,-0.383882175598542,0.141,0.181,2.12231665966063e-09,"Gamma delta T cells","CD27"
"TBC1D10C.5",1.82899294833971e-12,-0.317129226568716,0.146,0.181,1.01664573033463e-07,"Gamma delta T cells","TBC1D10C"
"RHOH.6",2.6392687240228e-12,-0.331951078059367,0.172,0.206,1.46703752024808e-07,"Gamma delta T cells","RHOH"
"IGLC2.5",7.11055746600764e-12,-1.43089591282303,0.073,0.106,3.95240336748035e-07,"Gamma delta T cells","IGLC2"
"CST7.6",1.78212991207326e-11,-0.571641104433495,0.172,0.205,9.90596911625924e-07,"Gamma delta T cells","CST7"
"PLEC.3",3.01071255222986e-10,-0.258334398411172,0.174,0.205,1.67350457215697e-05,"Gamma delta T cells","PLEC"
"IGFBP3.5",7.0515211517196e-10,-0.446890687342942,0.078,0.107,3.91958803218334e-05,"Gamma delta T cells","IGFBP3"
"EMP1.6",1.42367186591004e-09,-0.281823612842172,0.194,0.226,7.91348006666097e-05,"Gamma delta T cells","EMP1"
