"","combinationPotential","lowCI","highCI","P","FDR"
"alvocidib + ON.01910",0.0353790850861006,-0.046476929585703,0.116763134076215,0.38305576999029,0.566692182069291
"brivanib + KIN001.266",0.0354276179163067,-0.0464284407063292,0.116811065032683,0.382403076401577,0.565958552044937
"AZD.1480 + TWS.119",0.035437927177625,-0.0464181407312992,0.116821246396186,0.382264519969098,0.56582743283885
"BIX.02189 + dasatinib",0.0354921168845545,-0.046363999550706,0.11687476353846,0.381536715549908,0.564971666266044
"fostamatinib + SB.216763",0.0355094047227652,-0.0463467270923942,0.1168918367127,0.381304706772178,0.564701949025097
"erlotinib + masitinib",0.035516066091617,-0.0463400716366782,0.116898415354156,0.381215331954617,0.564643425894066
"sunitinib + TAK.715",0.0355236262165838,-0.0463325182138472,0.116905881581442,0.381113914172082,0.564567047481861
"HG.6.64.01 + KIN001.055",0.0355717361027358,-0.0462844507583328,0.116953393721372,0.380468915498719,0.563759056394477
"AS.601245 + KIN001.220",0.0355958967818254,-0.0462603112448315,0.116977254073109,0.380145251072596,0.563426903336886
"AZD.8330 + TAK.715",0.0356580695577757,-0.0461981924948325,0.117038653583498,0.379313140451286,0.562414416812099
"alvocidib + pyrazolanthrone",0.0356896846258185,-0.0461666046563586,0.117069875204769,0.378890438366515,0.561989307767167
"masitinib + pelitinib",0.0356992008670354,-0.0461570965792799,0.117079272985694,0.378763260268488,0.561893361611296
"GW.5074 + masitinib",0.0357066023879819,-0.0461497013979646,0.117086582360782,0.378664362092563,0.561820241150043
"BMS.777607 + ZG.10",0.0357829966577508,-0.0460733720380187,0.117162025038533,0.377644518302538,0.560674379886765
"KIN001.266 + SAR.245408",0.0357893936865688,-0.0460669804011847,0.117168342341249,0.377559196299344,0.560621200746042
"AZ.628 + FR.180204",0.0358085319050161,-0.046047858274107,0.117187242000961,0.377304006201941,0.560462732192678
"alvocidib + HG.5.88.01",0.0358096421331581,-0.0460467489776013,0.117188338388252,0.377289205612222,0.560462732192678
"TAK.715 + trametinib",0.0358197399224493,-0.0460366596524954,0.117198310282595,0.377154607116518,0.560453775574555
"nintedanib + OSI.930",0.0358251324591389,-0.046031271629106,0.117203635580706,0.377082739390275,0.560453775574555
"nintedanib + Y.39983",0.0358277229914702,-0.0460286832632352,0.117206193810488,0.377048217693692,0.560453775574555
"BMS.345541 + canertinib",0.0358555315630262,-0.0460008978787396,0.117233655556037,0.37667776030267,0.560046689697747
"AS.605240 + linsitinib",0.035856007375087,-0.0460004224623134,0.117234125432729,0.376671423627701,0.560046689697747
"fostamatinib + GW.5074",0.0358577520193101,-0.0459986792684335,0.117235848313624,0.376648189714033,0.560046689697747
"fostamatinib + ON.01910",0.0358809082062712,-0.0459755422842606,0.117258715595464,0.376339895853915,0.559838345007959
"brivanib + GSK.1904529A",0.0359106728940774,-0.0459458021504929,0.117288108801309,0.375943846824319,0.559396145747656
"alvocidib + PD.0325901",0.035935045045194,-0.0459214499968489,0.117312176666534,0.375619742116968,0.559134277007711
"GSK.3.inhibitor.IX + LDN.193189",0.0359382699936064,-0.0459182276872343,0.117315361344359,0.375576869143915,0.559134277007711
"PHA.665752 + SAR.245408",0.0359411248659714,-0.0459153751494327,0.117318180565955,0.375538918536072,0.559134277007711
"serdemetan + WH.4025",0.0359433981902621,-0.0459131036831915,0.117320425500733,0.37550870029742,0.559134277007711
"MGCD.265 + NVP.BGJ398",0.0359577254200942,-0.0458987881439143,0.117334573791471,0.37531828959485,0.559052956683108
"NVP.TAE684 + YM.201636",0.0359628007487432,-0.0458937169485042,0.117339585724177,0.375250852107951,0.559052956683108
"CHIR.99021 + saracatinib",0.0359846881035421,-0.0458718473699681,0.11736119963649,0.374960113500123,0.558739905972223
"GSK.429286A + NVP.TAE684",0.0360106991628682,-0.0458458573340221,0.117386885634931,0.374614778692136,0.558372251735778
"erlotinib + Y.27632",0.0360248149206733,-0.0458317529388585,0.117400824942167,0.374427453522224,0.558348002410949
"JNJ.38877605 + palbociclib",0.0360316348935454,-0.0458249384441086,0.117407559652153,0.37433696880913,0.558348002410949
"BMS.345541 + Y.27632",0.0360529407002699,-0.0458036497021314,0.117428599046758,0.374054378668947,0.558051091875356
"tivantinib + TWS.119",0.0360837098802045,-0.0457729050353463,0.117458983353714,0.373646503236169,0.557516027555944
"HG.5.88.01 + rondual.kinase.inhibitor",0.0360871991686507,-0.0457694185169519,0.117462428987152,0.373600266661806,0.557516027555944
"amuvatinib + TPCA.1",0.0361603684900072,-0.0456963068233669,0.117534682424915,0.372631513556,0.556368080556585
"AZ.628 + PF.562271",0.0361812513526776,-0.045675440247072,0.117555303732141,0.372355311972256,0.556156614958996
"AT7867 + CYT387",0.0362925385069084,-0.0455642386801271,0.117665195844149,0.370885537692398,0.554492239520318
"AS.605240 + GSK.429286A",0.0362946532271789,-0.0455621255665773,0.117667284036008,0.370857643314857,0.554492239520318
"CHIR.99021 + WH.4023",0.0363027420322132,-0.0455540429004895,0.11767527136323,0.370750959308884,0.554492239520318
"AZD.8330 + JNK.9L",0.0363425516413039,-0.0455142633484719,0.117714581388886,0.370226183643061,0.553872064697181
"FR.180204 + SU.11274",0.0363679282845489,-0.0454889057296289,0.117739639439478,0.369891905619129,0.553518212359492
"GW.5074 + PHA.793887",0.0363743781813737,-0.0454824606513599,0.117746008344154,0.369806973115427,0.553464248781843
"JNJ.38877605 + tivantinib",0.0363848460467123,-0.0454720005917957,0.117756344748971,0.369669157572953,0.553331114130808
"HG.6.64.01 + pyrazolanthrone",0.0363975343683348,-0.0454593217076534,0.117768873700867,0.369502151127952,0.553154244748719
"NVP.BGJ398 + TPCA.1",0.0364082665737072,-0.0454485974642293,0.11777947108579,0.369360928039296,0.553015932052489
"amuvatinib + rondual.kinase.inhibitor",0.0364770478505026,-0.0453798667665592,0.117847387876242,0.368456642998763,0.551734957286921
"AT.7519 + AZD.6482",0.0365098788827008,-0.0453470596038075,0.117879805998981,0.368025490027223,0.551235111037998
"BIX.02189 + NVP.BGJ398",0.0365300744612834,-0.0453268786204876,0.11789974749557,0.367760427661424,0.550983839564179
"nintedanib + SU.11274",0.0365359428100338,-0.0453210145002411,0.117905542001907,0.367683429165601,0.550941364818793
"dasatinib + WH.4025",0.0365519618160822,-0.0453050070081477,0.117921359409917,0.367473295076256,0.550699360425909
"dasatinib + neratinib",0.0365529134402039,-0.0453040560667005,0.117922299056618,0.367460814211956,0.550699360425909
"GW.5074 + KIN001.266",0.0365925115772675,-0.0452644862049642,0.117961398670728,0.36694170514821,0.550121102833396
"CYT387 + XMD.1527",0.0366554773733193,-0.0452015648411128,0.118023571235821,0.366117198924974,0.54911240756574
"veliparib + ZG.10",0.0366678484869012,-0.0451892023809433,0.118035786425518,0.365955340880798,0.549005727311569
"HY.11007 + JNJ.38877605",0.0367271135224797,-0.0451299784526362,0.118094304150851,0.365180561946818,0.548279181233954
"fostamatinib + PF.431396",0.0367651256193405,-0.0450919924187514,0.118131836631708,0.364684163536424,0.547797265158446
"HG.5.88.01 + MGCD.265",0.0368136584495467,-0.0450434925210043,0.118179756763102,0.364050986912689,0.547236186194081
"HG.5.113.01 + SB.525334",0.0368260824311354,-0.0450310769078035,0.118192023838209,0.363889009508882,0.547065316963771
"SB.525334 + trametinib",0.0368450620455624,-0.0450121100286018,0.118210763704999,0.363641649991606,0.546911246501319
"ON.01910 + PHA.793887",0.0368591778033674,-0.0449980037041316,0.11822470111709,0.363457748707169,0.546779888962366
"BMS.777607 + KIN001.055",0.0368838142945178,-0.0449733835989488,0.118249026261389,0.363136921503406,0.546442417755258
"alvocidib + dasatinib",0.036893489139755,-0.0449637151613524,0.11825857881281,0.363010979784276,0.546325494492615
"PF.04217903 + WH.4023",0.0368943350278632,-0.0449628698327461,0.118259414007847,0.362999969783055,0.546325494492615
"amuvatinib + WH.4025",0.0368989874124581,-0.0449582205233163,0.118264007578491,0.362939418503426,0.546325494492615
"HG.5.88.01 + WH.4025",0.0369033225890125,-0.044953888209065,0.118268287948003,0.362883001397179,0.546325494492615
"dasatinib + WH.4023",0.0369098782218508,-0.0449473368987391,0.118274760696155,0.362797698127332,0.546325494492615
"alvocidib + dovitinib",0.0369492120188806,-0.0449080288889265,0.118313597039862,0.362286141533584,0.545742292214398
"TG.101348 + WH.4023",0.0369668699331386,-0.044890382468752,0.118331031554064,0.362056637787946,0.545515703754902
"neratinib + NU.7441",0.0369921408403701,-0.0448651279222703,0.118355982657778,0.361728344440262,0.545192108169546
"GDC.0879 + SYK.inhibitor",0.0369971633010123,-0.0448601087007781,0.118360941546905,0.361663120032062,0.545166356230947
"fostamatinib + NU.7441",0.0370000710413842,-0.0448572028338148,0.11836381248086,0.361625361893928,0.545166356230947
"canertinib + XMD.132",0.0370287783690551,-0.0448285139274487,0.118392156355807,0.36125271840149,0.544765251118092
"SAR.245409 + saracatinib",0.0370334836216568,-0.0448238116812983,0.118396802024321,0.361191663474714,0.544765251118092
"linifanib + TPCA.1",0.0370450088471306,-0.0448122938046178,0.118408181287206,0.361042140477651,0.544665277861915
"BIX.02189 + SAR.245408",0.0370753022150044,-0.0447820196488334,0.118438090899212,0.360649312910664,0.544217650727951
"dasatinib + PHA.665752",0.0371145831440274,-0.0447427634079435,0.118476873998252,0.360140338179187,0.543666932801826
"LDN.193189 + rondual.kinase.inhibitor",0.0371152175601085,-0.0447421293885196,0.118477500371973,0.36013212155366,0.543666932801826
"BMS.345541 + veliparib",0.0371331398144003,-0.0447242183125493,0.118495195402848,0.359900050390546,0.543449076089725
"alvocidib + NVP.BGJ398",0.0371351487986572,-0.0447222105780394,0.118497178913413,0.359874042354287,0.543449076089725
"BIX.02189 + QL.XI.92",0.037141387223455,-0.0447159760298202,0.118503338231553,0.359793288062357,0.543449076089725
"ABT.737 + Y.39983",0.0371447179078809,-0.0447126474124821,0.118506626678504,0.359750178131811,0.543449076089725
"amuvatinib + foretinib",0.0371491588204488,-0.044708209253204,0.118511011271664,0.359692703258839,0.543449076089725
"neratinib + QL.XI.92",0.0371540226770707,-0.0447033484083824,0.118515813441484,0.359629761190242,0.543449076089725
"AT.7519 + PI.103",0.0371598381578144,-0.0446975365236168,0.118521555161272,0.35955451342882,0.543434520830292
"AS.601245 + PHA.793887",0.0371908716777828,-0.0446665220994148,0.118552194973975,0.359153130839064,0.543031700497594
"ruxolitinib + Y.27632",0.0372066263437974,-0.0446507770672872,0.118567749708862,0.358949470050832,0.542809820847332
"canertinib + ZG.10",0.0372571681582605,-0.0446002658843543,0.118617649864003,0.358296604239721,0.542480486323235
"AS.601245 + ruxolitinib",0.0373307075556643,-0.0445267703089407,0.118690254899676,0.357348002571064,0.54154504604808
"NVP.TAE684 + WH.4025",0.0373383205486378,-0.0445191618019226,0.118697771115356,0.357249891001471,0.541468819003166
"CYT387 + fostamatinib",0.0373730548290795,-0.0444844478681506,0.11873206373108,0.356802471714049,0.540935474184954
"SB.239063 + XMD.1185H",0.0374062559373251,-0.0444512660236895,0.118764842488274,0.356375130865179,0.540577063628201
"MK.1775 + SB.239063",0.03740715469344,-0.0444503677865356,0.118765729808854,0.356363567196545,0.540577063628201
"neratinib + NVP.TAE684",0.0374196844110422,-0.0444378452900773,0.118778100088111,0.356202380622863,0.540459801789111
"olaparib + PF.562271",0.0374279318200969,-0.0444296026201421,0.118786242536623,0.356096308156528,0.540443673260879
"CYT387 + pazopanib",0.0374391927055369,-0.0444183481874256,0.118797360092883,0.355951510526642,0.540331401418571
"pazopanib + XMD.1527",0.0374863509675672,-0.044371216722367,0.118843917900322,0.355345530352543,0.539665834952735
"ruxolitinib + WH.4025",0.0375142652751368,-0.0443433181049973,0.118871476613297,0.354987139687494,0.539193851523722
"dasatinib + KIN001.266",0.0375365227059829,-0.0443210730932207,0.118893450421512,0.35470154057862,0.538904607868644
"AT7867 + LDN.193189",0.0375521187679773,-0.0443054856850577,0.118908847698073,0.354501503945296,0.538672954807524
"masitinib + TG.101348",0.0375768609951412,-0.0442807571049149,0.118933274483663,0.354184303530464,0.538335423095223
"SB.525334 + sunitinib",0.0376203713647051,-0.0442372704909767,0.118976229895529,0.353626925671821,0.537849171801421
"GSK.1904529A + SU.11274",0.0376898927935951,-0.0441677863753194,0.119044863973821,0.352737488715637,0.536856882099798
"dasatinib + rondual.kinase.inhibitor",0.0377084494639681,-0.0441492395306905,0.119063183660978,0.352500319001215,0.536640154952112
"amuvatinib + GSK.3.inhibitor.IX",0.0377242569979894,-0.0441334403222413,0.119078789276718,0.352298364961751,0.536476937366119
"afatinib + PD.0325901",0.0377333502951523,-0.0441243517958192,0.119087766402008,0.352182223838955,0.536372200776784
"ruxolitinib + WH.4023",0.0377337732392063,-0.0441239290733303,0.119088183942396,0.352176822514773,0.536372200776784
"GSK.429286A + PF.562271",0.0377392715119094,-0.0441184336783067,0.119093611964814,0.352106610060825,0.536372200776784
"fostamatinib + nintedanib",0.0377483119410655,-0.0441093979699513,0.11910253687572,0.351991183802725,0.536297612883878
"fostamatinib + ibrutinib",0.0377826761454598,-0.0440750515879136,0.119136461855688,0.351552647135606,0.535845723931459
"HG.6.64.01 + PF.477736",0.0378261865150237,-0.0440315635065789,0.119179415827036,0.350997887786446,0.535144194827881
"AZ.628 + LDN.193189",0.0378775213495881,-0.043980254569411,0.119230093814762,0.35034407829396,0.53440835303173
"linsitinib + XMD.132",0.0378935403556366,-0.0439642435562283,0.119245907765351,0.350140215249813,0.534196138718056
"canertinib + PD.173074",0.0378966067000287,-0.0439611787370287,0.119248934853496,0.35010120052272,0.534196138718056
"CHIR.99021 + nintedanib",0.0379177539027329,-0.0439400420109389,0.119269811282281,0.349832208356226,0.533942016123216
"GSK.1904529A + YM.201636",0.0379227234953683,-0.0439350748696735,0.119274717232607,0.349769014187045,0.533942016123216
"LDN.193189 + PHA.665752",0.0379310766404365,-0.0439267258358749,0.119282963395481,0.349662810483903,0.533942016123216
"AT7867 + PD.0325901",0.0379316053205041,-0.0439261974156295,0.119283485304146,0.34965608941761,0.533942016123216
"lapatinib + NVP.TAE684",0.0379737411218922,-0.0438840821747746,0.119325081280168,0.349120683491266,0.533500923644628
"AT.7519 + JW.7.24.1",0.0379753800301018,-0.0438824440604063,0.119326699185636,0.349099868916207,0.533500923644628
"GSK.3.inhibitor.IX + PD.0325901",0.0379780762984466,-0.0438797490971007,0.119329360900143,0.349065627293635,0.533500923644628
"alvocidib + ruxolitinib",0.0380014968254415,-0.0438563398559168,0.119352481233828,0.348768284677603,0.533336756198439
"GSK.1904529A + NVP.BGJ398",0.038001602561455,-0.0438562341706512,0.119352585614367,0.34876694263708,0.533336756198439
"AS.601245 + QL.XI.92",0.0380176215675034,-0.0438402228317479,0.119368399245239,0.34856366130307,0.533227538059877
"BMS.345541 + linsitinib",0.0381378962828836,-0.0437200043400344,0.119487130633934,0.347039773648614,0.531111545482508
"BIX.02189 + pazopanib",0.0381486813562627,-0.0437092241924303,0.119497777203024,0.346903333082006,0.531046262118643
"GW.5074 + lapatinib",0.0381492629043371,-0.0437086429094198,0.119498351282198,0.346895976960536,0.531046262118643
"PF.562271 + saracatinib",0.0381590963535945,-0.0436988139337595,0.119508058430908,0.346771606630399,0.531046262118643
"SB.239063 + trametinib",0.0381772829479201,-0.0436806355714278,0.119526011396143,0.346541663006051,0.530995039039849
"TG.101348 + WH.4025",0.0381786575160959,-0.0436792616232344,0.119527368304144,0.346524287483503,0.530995039039849
"BMS.777607 + serdemetan",0.0381929318779212,-0.0436649936813836,0.119541459253879,0.346343882076842,0.530835629248916
"alvocidib + KIN001.220",0.0381950994661984,-0.0436628270650712,0.119543598987825,0.346316492400974,0.530835629248916
"KIN001.266 + OSI.930",0.0382174097650514,-0.0436405267255942,0.119565622546956,0.346034659130013,0.53064895255889
"KIN001.220 + PHA.665752",0.0382511924213713,-0.0436067589946645,0.119598970864432,0.34560817965209,0.530138512062837
"SGX523 + sunitinib",0.0382598099064733,-0.0435981452868816,0.11960747752636,0.345499444194616,0.530043511989167
"BIX.02189 + SB.216763",0.0382685859955955,-0.0435893730320915,0.119616140740343,0.345388729830382,0.530017258174671
"BMS.345541 + SB.525334",0.0382818029972856,-0.0435761617811786,0.119629187725976,0.345222033909604,0.529833247598085
"AS.601245 + SU.11274",0.0382933282227594,-0.0435646415470158,0.119640564674516,0.34507671683864,0.52968200300862
"JNK.9L + tivantinib",0.0383058050723549,-0.0435521700763186,0.119652880980046,0.344919444980297,0.529512364701351
"JNK.9L + ponatinib",0.0383587259471222,-0.043499271732687,0.119705120624756,0.344252879426005,0.528632387728747
"saracatinib + sunitinib",0.0383771240134748,-0.0434808813918156,0.119723281754362,0.344021338592211,0.528491814915462
"CHIR.99021 + PHA.793887",0.038383256702259,-0.0434747512658641,0.119729335452133,0.343944180357465,0.528444965750684
"GSK.1904529A + ruxolitinib",0.0384185196627683,-0.0434395029220256,0.119764144096927,0.343500734407507,0.527917095864359
"LDN.193189 + TG.101348",0.0384350673488843,-0.0434229620247515,0.119780478519468,0.343292766217714,0.527730497816698
"AT.7519 + XMD.1150",0.0384462753663175,-0.0434117585800194,0.119791542064991,0.34315195156388,0.527585643695485
"dovitinib + lapatinib",0.0384561616835818,-0.0434018762791333,0.119801300930356,0.343027772975057,0.527466331153092
"VX.745 + XMD.885",0.03853028262906,-0.043327784935496,0.119874465826654,0.342097678220777,0.526465036805313
"NVP.AEW541 + PF.431396",0.0386316305980199,-0.0432264759847812,0.11997450512858,0.340828536450809,0.52515417351094
"alvocidib + SU.11274",0.0386505573444401,-0.0432075563384738,0.119993187298209,0.340591857819244,0.525003782469434
"JNK.9L + trametinib",0.0386617653618733,-0.043196352497898,0.1200042504553,0.340451751283506,0.524930712496352
"ABT.737 + SU.11274",0.0386662062744412,-0.0431919132346162,0.120008633964786,0.340396247563749,0.524916599082171
"JNJ.38877605 + KIN001.244",0.0386710701310632,-0.0431870511806464,0.120013434947726,0.340335464411919,0.524916599082171
"ABT.737 + nintedanib",0.0386945435260648,-0.0431635864308895,0.120036604855385,0.340042217178835,0.524610414871601
"neratinib + SU.11274",0.0387004118748153,-0.0431577202293394,0.120042397318454,0.339968930621478,0.524610414871601
"FR.180204 + GSK.3.inhibitor.IX",0.0387183869971138,-0.0431397516489274,0.120060139963661,0.339744512128648,0.524411421542448
"AS.601245 + PF.562271",0.0387223520976209,-0.0431357879843542,0.120064053775462,0.339695020807765,0.524406503632488
"brivanib + PHA.665752",0.0387514823693459,-0.0431066681829489,0.120092807168635,0.339331565964413,0.523988271686253
"afatinib + XMD.1499",0.0387591482303262,-0.0430990050541995,0.120100373828367,0.339235961324053,0.523983532732529
"rondual.kinase.inhibitor + SB.216763",0.0387689288115769,-0.0430892279449144,0.120110027828788,0.339114008017498,0.523866613122108
"AS.601245 + CHIR.99021",0.0387889129181323,-0.0430692508836823,0.120129753252089,0.338864914994419,0.523624663980323
"NU.7441 + PHA.665752",0.0387908690343825,-0.0430672954535365,0.12013168404404,0.338840539168297,0.523624663980323
"nintedanib + SB.216763",0.0387944640588422,-0.0430637016883899,0.120135232524941,0.338795743280009,0.523624663980323
"brivanib + CYT387",0.0388257619188444,-0.0430324147023208,0.120166125094383,0.338405915740275,0.523129538050589
"lapatinib + QL.XI.92",0.0388344851399599,-0.0430236944833359,0.120174735326376,0.338297315695666,0.523104464807949
"KIN001.220 + NVP.AEW541",0.0388784184535778,-0.0429797760999488,0.120218099399671,0.337750705756608,0.522401904219282
"doramapimod + NU.7441",0.038993617840309,-0.0428646143600044,0.120331804683432,0.336320106546344,0.520600465488139
"NVP.AEW541 + QL.XI.92",0.0390869298722412,-0.042771331227541,0.120423904920693,0.335164169802115,0.519110260258336
"alvocidib + TGX.221",0.0391092401710942,-0.0427490276269458,0.12044592527993,0.334888171458586,0.518753732973394
"AT7867 + SAR.245408",0.0391274796334265,-0.0427307935800597,0.120463927646854,0.334662641562945,0.518475296265438
"BMS.777607 + XMD.892",0.039148573968124,-0.0427097054404401,0.120484747708846,0.334401933128274,0.518142275643413
"pyrazolanthrone + SGX523",0.0392127557283312,-0.0426455420808345,0.120548094525083,0.333609503389908,0.517368457243411
"KIN001.266 + TG.101348",0.0392264485420822,-0.0426318531053505,0.12056160912255,0.333440599551231,0.517218845352375
"AS.605240 + veliparib",0.0392435249082658,-0.0426147814828212,0.120578463192205,0.333230035996492,0.517033861852345
"brivanib + olaparib",0.0392469613287053,-0.0426113460112097,0.120581854872381,0.33318767287493,0.517033861852345
"TPCA.1 + XMD.132",0.0392581693461385,-0.0426001410749621,0.12059291695453,0.333049528022845,0.516895423442335
"AT.7519 + MLN.8054",0.0392858193136742,-0.042572498620591,0.120620206816088,0.33270888502928,0.516508310206525
"alvocidib + OSI.930",0.0392878282979311,-0.04257049017734,0.120622189631066,0.3326841434265,0.516508310206525
"PF.04217903 + TPCA.1",0.0392969215950939,-0.0425613993206661,0.120631164469694,0.332572169942573,0.516437655916583
"ABT.737 + TGX.221",0.0393051690041486,-0.0425531541133561,0.120639304428115,0.332470633595905,0.516350785171918
"fostamatinib + SAR.245408",0.0393406963046916,-0.0425176361697825,0.120674368739351,0.332033474614844,0.515742573037047
"linifanib + MGCD.265",0.0393594115790848,-0.0424989257413004,0.120692840035974,0.331803334576221,0.51552651448425
"dovitinib + GSK.3.inhibitor.IX",0.0393658086079029,-0.042492530355686,0.120699153658345,0.331724694480566,0.515475050081286
"PHA.793887 + TG.101348",0.0393920311392561,-0.0424663144900001,0.120725034223427,0.331402460690462,0.515115683134708
"alvocidib + brivanib",0.0393944630675671,-0.0424638831741643,0.120727434431522,0.331372586338571,0.515115683134708
"FR.180204 + TG.101348",0.0393987982441214,-0.0424595490870088,0.120731713060984,0.331319336367332,0.515115683134708
"amuvatinib + olaparib",0.0394023404005744,-0.0424560078183875,0.120735209012082,0.331275831342158,0.515115683134708
"neratinib + PF.562271",0.0394303604441574,-0.0424279947254617,0.120762863479517,0.330931816990774,0.514808080689631
"FR.180204 + GSK.1904529A",0.0394311005962521,-0.0424272547552246,0.120763593973172,0.330922732945436,0.514808080689631
"GSK.1070916 + SB.203580",0.0394522477989563,-0.0424061127105099,0.12078446518324,0.330663256770038,0.514531654701935
"AZ.628 + PHA.793887",0.0395095567182846,-0.042348817400793,0.120841025801048,0.329960736696884,0.513650218981747
"erlotinib + olaparib",0.0395513224436254,-0.042307061254722,0.120882245844828,0.329449360282771,0.512995188395762
"AS.601245 + NVP.TAE684",0.0395890173324457,-0.0422693747659803,0.120919447997971,0.328988266853194,0.512488600015464
"NU.7441 + olaparib",0.0396123321234271,-0.0422460650539648,0.120942457911017,0.328703283370277,0.51225604570915
"JNJ.38877605 + WZ.3105",0.039656053965018,-0.0422023524966247,0.120985607784435,0.32816928912433,0.511705521042687
"olaparib + PD.173074",0.0397304921185368,-0.0421279294289277,0.121059071432569,0.32726143509637,0.510641464930613
"amuvatinib + MGCD.265",0.0397900214941491,-0.0420684114639632,0.121117820839609,0.326536581474313,0.50971212737119
"GSK.3.inhibitor.IX + XMD.1527",0.0398321044275304,-0.0420263362465513,0.121159352048254,0.326024791042147,0.509202973183329
"BMS.345541 + doramapimod",0.0398644067796611,-0.0419940396201377,0.121191230709972,0.325632299940341,0.508730279600546
"BMS.777607 + PD.0325901",0.0398763020811822,-0.0419821463840073,0.121202969945755,0.325487842827067,0.508620895155569
"KIN001.055 + TAK.715",0.0398988238520622,-0.0419596284600591,0.121225196169861,0.325214451260261,0.508428169591725
"SB.239063 + WZ.3105",0.0399093445854075,-0.0419491094952576,0.121235578814679,0.325086791259209,0.508356930443307
"brivanib + Y.39983",0.0399184378825703,-0.0419400177120646,0.121244552744606,0.324976478170853,0.508266622743393
"ON.01910 + YM.201636",0.0399769098980474,-0.0418815551079053,0.121302256883418,0.324267719915344,0.507298235673611
"canertinib + PF.477736",0.0399808749985545,-0.0418775906253031,0.121306169892822,0.324219694028018,0.507298235673611
"NU.7441 + Y.27632",0.0399865847432846,-0.0418718817658274,0.121311804621922,0.324150544868306,0.507298235673611
"AS.601245 + BMS.509744",0.0399894396156497,-0.0418690273340852,0.121314621984507,0.32411597388169,0.507298235673611
"ON.01910 + rondual.kinase.inhibitor",0.0400391884100113,-0.0418192860034525,0.121363716925851,0.323513927018906,0.506678913495935
"rondual.kinase.inhibitor + SU.11274",0.0400632433530873,-0.0417952345237608,0.12138745556987,0.323223081315619,0.506293415753718
"ibrutinib + KIN001.266",0.0400673670576147,-0.0417911114034306,0.121391525042361,0.323173239129659,0.506285369088862
"BMS.345541 + GSK.429286A",0.0401077053467729,-0.0417507786818879,0.121431332686791,0.322685943900662,0.505731845374342
"GSK.1070916 + JNJ.38877605",0.0401129392794422,-0.0417455454520684,0.121436497748612,0.322622751921193,0.505702791073705
"foretinib + PF.562271",0.0401150011317059,-0.0417434838754518,0.121438532468726,0.322597860321963,0.505702791073705
"pyrazolanthrone + saracatinib",0.040117168719983,-0.0417413165762058,0.121440671532724,0.322571693577851,0.505702791073705
"canertinib + PD.0325901",0.040146087519681,-0.0417124015589087,0.121469209704541,0.322222723044206,0.505399579372351
"dasatinib + Y.27632",0.04016242373377,-0.0416960674208884,0.121485330842722,0.322025698438422,0.505256447051141
"BIX.02189 + SU.11274",0.0401682392145137,-0.0416902526686374,0.121491069748871,0.321955579163045,0.505216424278992
"ibrutinib + neratinib",0.0401773325116765,-0.0416811604994582,0.121500043300317,0.321845958039879,0.50518440399191
"PHA.665752 + ruxolitinib",0.0402102164118815,-0.041648280565192,0.121532494055635,0.321449740351026,0.504842367143997
"AZ.628 + Y.27632",0.0402707502796223,-0.0415877535344935,0.121592230120121,0.320721199727002,0.503855902095842
"SAR.245409 + VX.745",0.0402845488293868,-0.0415739564591288,0.121605846730106,0.320555281399325,0.5037869222658
"FR.180204 + XMD.1527",0.0403270018388155,-0.0415315077901007,0.1216477397865,0.320045163377816,0.50312485775316
"PF.431396 + PHA.665752",0.0403360422679715,-0.041522468247074,0.121656660935437,0.31993660144055,0.503093864386868
"JNK.9L + SAR.245409",0.0403381569882419,-0.0415203537321513,0.121658747752006,0.319911210302799,0.503093864386868
"LDN.193189 + YM.201636",0.0403554448264526,-0.0415030675451584,0.121675807450494,0.319703687055965,0.50293711014152
"KIN001.220 + saracatinib",0.0403611545711827,-0.0414973583350192,0.121681441835771,0.319635166569249,0.502899174964816
"GDC.0941 + JNJ.38877605",0.0403657540877709,-0.0414927592451862,0.121685980642321,0.31957997648042,0.502882205591324
"nintedanib + SAR.245408",0.0404067267930103,-0.0414517901884184,0.12172641238967,0.319088615095387,0.502388233832234
"AS.601245 + dovitinib",0.0404170360543286,-0.0414414818017588,0.121736585496509,0.318965059942212,0.502263529455722
"GW.5074 + rondual.kinase.inhibitor",0.0404281383357483,-0.0414303804427899,0.121747541130921,0.318832035489126,0.502165772419688
"canertinib + pyrazolanthrone",0.0404561055113246,-0.041402415501328,0.121775138807877,0.318497101171345,0.501875562928271
"HG.5.113.01 + SB.203580",0.0404967081405166,-0.0413618158873545,0.121815204776734,0.318011254170576,0.501249471604978
"AS.601245 + OSI.930",0.0405213974996738,-0.0413371282295054,0.121839567677709,0.317716060726694,0.500853895842123
"dasatinib + dovitinib",0.0405748470545087,-0.0412836820153807,0.121892310153345,0.317077615615056,0.499986632809873
"dasatinib + lapatinib",0.0406015982659295,-0.0412569323000634,0.121918707303034,0.316758392687135,0.49962045616279
"AS.601245 + TG.101348",0.040615819759748,-0.0412427115538296,0.121932740523526,0.316588772871908,0.499451264927992
"SB.525334 + XMD.132",0.040629512573499,-0.0412290194285336,0.121946252032238,0.316425514812221,0.499375551177313
"PD.0325901 + Y.27632",0.040657321145055,-0.0412012121605286,0.121973692300803,0.316094125621999,0.498922086783156
"linifanib + olaparib",0.0406581141651564,-0.041200419175741,0.121974474816144,0.316084678694072,0.498922086783156
