Gene name	Gene Synonym
RNFT2	FLJ14627
RNFT2	TMEM118
ADAMTSL4	DKFZP434K1772
ADAMTSL4	TSRC1
PLCL1	PLC-L
PLCL1	PLCE
PLCL1	PLCL
PLCL1	PPP1R127
PLCL1	PRIP
HSP90AA5P	
AC131235.2	
EIF2B5-DT	
EIF2B5	EIF-2B
EIF2B5	EIF2Bepsilon
PRO1804	
AC005495.1	
AC090013.1	
ABCA5	EST90625
RNU6-558P	
AC083806.3	
AC011997.2	
HRK	DP5
AC020719.1	
LINC01923	
AC083806.1	
AC019330.1	
FBXW8	FBW6
FBXW8	FBW8
FBXW8	FBX29
FBXW8	FBXO29
AC020718.1	
AC018717.1	
RNU7-147P	
SATB2	FLJ21474
SATB2	KIAA1034
MIR4257	hsa-mir-4257
ADAMTSL4-AS1	C1orf138
ADAMTSL4-AS1	FLJ45786
MCL1	BCL2L3
MCL1	Mcl-1
RNU6-1156P	
AC083806.2	
AC127164.1	
AC026368.1	
TESC	CHP3
TESC	FLJ20607
TESC	TSC
STT3A	ITM1
STT3A	MGC9042
STT3A	STT3-A
STT3A	TMC
RN7SL473P	
RN7SL600P	
AL356356.1	
ENSA	ARPP-19e
ENSA	MGC4319
ENSA	MGC78563
ENSA	MGC8394
TESC-AS1	
FBXO21	FBX21
FBXO21	KIAA0875
AC016746.1	
SATB2-AS1	
U4	
GOLPH3L	GPP34R
SNRPGP4	
AC115085.1	
AC131235.1	
LINC01877	
MAP2K6	MAPKK6
MAP2K6	MEK6
MAP2K6	MKK6
MAP2K6	PRKMK6
MAP2K6	SAPKK3
DVL3	KIAA0208
HORMAD1	CT46
HORMAD1	DKFZP434A1315
SEPHS1P6	
FTCDNL1	FONG
NOS1	nNOS
NOS1	NOS
CHEK1	CHK1
AC097717.1	
AC015920.1	
AC002546.1	
AP2M1	AP50
AP2M1	CLAPM1
AP2M1	mu2
LINC01483	
RNU6-1042P	
CTSS	
AC002545.1	
LINC01497	
Y_RNA	
AC005208.1	
LINC01028	TCONS_00025127
KCNJ16	BIR9
KCNJ16	Kir5.1
AC108032.1	
RN7SL717P	
C2orf69	FLJ38973
KCNJ2-AS1	FLJ36644
TYW5	C2orf60
TYW5	FLJ37953
KCNJ2	IRK1
KCNJ2	Kir2.1
KCNJ2	LQT7
CALM2P1	
AC011990.1	
AC005771.1	
AC007423.1	
AC005181.1	
CASC17	LINC00600
RNU2-35P	
ACRV1	D11S4365
ACRV1	SP-10
ACRV1	SPACA2
RNU7-155P	
AC118653.1	
MYL6P5	
AC007432.1	
ELOCP32	TCEB1P32
AC005144.1	
AC073864.1	
ROCR	LINC02095
KSR2	FLJ25965
MAIP1	C2orf47
MAIP1	DKFZp666A212
MAIP1	FLJ22555
PATE1	PATE
LINC01152	CMPD
LINC01152	TCONS_00025128
AL356292.1	
AC004464.1	
AC007461.1	
PATE2	C11orf38
PATE2	LVLF3112
PATE2	PATE-M
PATE2	UNQ3112
CTSK	CTSO
CTSK	CTSO2
CTSK	PKND
CTSK	PYCD
ABCF3	EST201864
AC084291.1	
SOX9-AS1	FLJ37644
SPATS2L	DNAPTP6
SPATS2L	SGNP
RFC5	RFC36
PATE3	HEL-127
PATE3	PATE-DJ
PATE4	FLJ41047
PATE4	PATE-B
UBE2D3P3	
AP000842.3	
ARNT	bHLHe2
ARNT	HIF-1beta
HYLS1	FLJ32915
PUS3	FKSG32
AP000842.2	
DDX25	GRTH
LINC02097	
SOX9	CMD1
SOX9	CMPD1
SOX9	SRA1
AC131159.2	
LINC00511	onco-lncRNA-12
WSB2	MGC10210
WSB2	SBA2
VWA5B2	DKFZp761K032
VWA5B2	LOC90113
AC131159.1	
VSIG10	
AP000842.1	
VSIG10L2	
MIR1224	hsa-mir-1224
MIR1224	MIRN1224
ALG3	CDGS4
ALG3	D16Ertd36e
ALG3	Not56
ALG3	NOT56L
CDON	CDO
CDON	CDON1
CDON	ORCAM
AC131238.1	
PEBP1	HCNP
PEBP1	PBP
PEBP1	PEBP
PEBP1	RKIP
TAOK3	DPK
TAOK3	JIK
TAOK3	MAP3K18
EEF1AKMT4	
EEF1AKMT4-ECE2	
RNU6-1309P	
RPS27AP6	
CTXND2	
CYCSP51	HCP1
SETDB1	ESET
SETDB1	KG1T
SETDB1	KIAA0067
SETDB1	KMT1E
SETDB1	TDRD21
NAP1L1P1	
AP000821.1	
AP000821.2	
AP001893.3	
AP001893.2	
RPUSD4	FLJ14494
LINC02003	
AC007639.1	
RPL32P33	
AC080037.2	
CAMK2N2	CaM-KIIN
SLC39A11	C17orf26
AP001893.1	
ECE2	KIAA0604
ECE2	MGC2408
FAM118B	FLJ21103
RPS2P5	bcm384
AC026367.1	
SUDS3	FLJ00052
SUDS3	SAP45
SUDS3	SDS3
RN7SKP180	
AC080037.1	
AC011120.1	
ATG12P1	ATG12P
POLR3KP2	
AC097641.1	
AC026367.3	
SSTR2	
AC026367.2	
LINC02460	
RPL17P37	
LINC02423	
COG1	KIAA1381
COG1	LDLB
LINC02440	
RNU4-86P	
RN7SL351P	
LINC02439	
SRPRA	SR-alpha
SRPRA	Sralpha
SRPRA	SRP-alpha
SRPRA	SRPR
RNA5SP374	RN5S374
AC087863.2	
AC087863.1	
SRRM4	KIAA1853
SRRM4	nSR100
CERS2	FLJ10243
CERS2	LASS2
CERS2	SP260
AC087885.1	
RN7SL508P	
AC084361.1	
HSPB8	CMT2L
HSPB8	E2IG1
HSPB8	H11
HSPB8	HSP22
AC097641.2	
PSMD2	MGC14274
PSMD2	P97
PSMD2	Rpn1
PSMD2	S2
PSMD2	TRAP2
FAM104A	FLJ14775
AC084880.4	
AC084880.3	
AC084880.1	
AC084880.2	
LINC00934	
FOXRED1	H17
CCDC60	MGC39827
C17orf80	FLJ20721
C17orf80	HLC-8
C17orf80	MIG3
C17orf80	SPEP1
AC002070.1	
RNY4P34	
AC012459.1	
TMEM233	DSPB2
TMEM233	IFITMD2
KCTD18	6530404F10Rik
KCTD18	FLJ31322
KCTD18	FLJ37818
RN7SKP197	
PRKAB1	
AL590133.2	
AL590133.1	
ANXA9	ANX31
AC087301.1	
CPSF4L	
SGO2	FLJ25211
SGO2	SGOL2
SGO2	TRIPIN
CDC42EP4	BORG4
CDC42EP4	CEP4
CDC42EP4	KAIA1777
CDC42EP4	MGC17125
CDC42EP4	MGC3740
MINDY1	FAM63A
MINDY1	FLJ11280
MINDY1	MINDY-1
RPL35AP26	
TIRAP	Mal
TIRAP	wyatt
SDK2	FLJ10832
SDK2	KIAA1514
CIT	CITK
CIT	CRIK
CIT	KIAA0949
CIT	STK21
AOX1	AO
AOX1	AOH1
AP001318.1	
AP001318.2	
DCPS	HINT-5
DCPS	HINT5
DCPS	HSL1
DCPS	HSPC015
PRUNE1	DRES-17
PRUNE1	H-PRUNE
PRUNE1	HTCD37
PRUNE1	PRUNE
EIF4G1	EIF4F
EIF4G1	EIF4G
EIF4G1	p220
EIF4G1	PARK18
GSEC	DCPS-AS1
GSEC	FLJ39051
GSEC	ST3GAL4-AS1
AC124804.1	
AC032019.1	
ST3GAL4	CGS23
ST3GAL4	FLJ11867
ST3GAL4	NANTA3
ST3GAL4	SAT3
ST3GAL4	SIAT4
ST3GAL4	SIAT4C
ST3GAL4	STZ
AC032019.2	
AC125421.1	
RNU6-884P	
LINC00469	C17orf54
LINC00469	FLJ40319
BNIPL	BNIP-S
BNIPL	BNIP-Salpha
BNIPL	BNIP-Sbeta
BNIPL	BNIPl-1
BNIPL	BNIPL-2
BNIPL	PP753
LINC02092	
AC125421.2	
AC137735.1	
AC137735.3	
AC137735.2	
LINC02074	
AOX3P	AOH1
RPL38	L38
AOX3P-AOX2P	
LINC01792	
C1orf56	FLJ20519
C1orf56	MENT
AOX2P	AOH2
AOX2P	AOX2
CDC42SE1	SCIP1
CDC42SE1	SPEC1
MGC16275	
RNU1-133P	
BZW1-AS1	
TTYH2	C17orf29
BZW1	BZAP45
BZW1	KIAA0005
MLLT11	AF1Q
GABPB2	MGC29891
RPS29P29	
AL592424.1	
SEMA6C	KIAA1869
AC100786.1	
DNAI2	CILD9
DNAI2	DIC2
AC103809.1	
KIF19	FLJ37300
KIF19	KIF19A
RNU6-31P	RNU6-31
BICD1P1	
RNA5SP115	RN5S115
CLK1	
TNFAIP8L2	FLJ23467
SCNM1	MGC3180
BTBD17	BTBD17A
BTBD17	LGALS3BPL
BTBD17	TANGO10A
GPR142	PGR2
AC002563.1	
MIR1178	hsa-mir-1178
MIR1178	MIRN1178
RPL35AP30	
BICDL1	BICDR-1
BICDL1	CCDC64
BICDL1	FLJ26450
RNA5SP448	RN5S448
AP001318.3	
KIRREL3	KIAA1867
KIRREL3	KIRRE
KIRREL3	NEPH2
GPRC5C	RAIG-3
Y_RNA	
LYSMD1	MGC35223
LYSMD1	RP11-68I18.5
LYSMD1	SB145
PPIL3	CyPJ
Metazoa_SRP	
AC004812.1	
TMOD4	Sk-Tmod
RAB35	H-ray
CD300A	CMRF-35-H9
CD300A	CMRF35H
CD300A	IGSF12
CD300A	IRC1
CD300A	IRC2
CD300A	Irp60
AC004812.2	
KIRREL3-AS1	
GCN1	GCN1L
GCN1	GCN1L1
GCN1	KIAA0219
AP001783.1	
AP002833.1	
AP002833.3	
VPS72	Swc2
VPS72	TCFL1
VPS72	YL-1
VPS72	YL1
KIRREL3-AS2	
MIR3167	hsa-mir-3167
AP002833.2	
KIRREL3-AS3	FLJ40224
KIRREL3-AS3	NCRNA00288
KIRREL3-AS3	PRR10
AP001993.1	
PIP5K1A	
RNU6-312P	
CD300LB	CLM7
CD300LB	TREM5
NIF3L1	ALS2CR1
NIF3L1	CALS-7
NIF3L1	MDS015
AP003121.1	
LINC02712	
CD300C	CMRF-35A
CD300C	CMRF35
CD300C	CMRF35A
CD300C	IGSF16
CD300C	LIR
RN7SKP121	
RN7SKP279	
AP003532.1	
DNAJB6P1	
AC079325.1	
CD300H	
CD300LD	CD300D
CD300LD	CMRF35A4
LINC02725	
C17orf77	FLJ31882
AC064805.1	
LINC02098	RP11-702B10.1
CD300E	CD300LE
CD300E	CLM2
CD300E	IREM2
ETS1	ETS-1
ETS1	EWSR2
ETS1	FLJ10768
MIR4498	hsa-mir-4498
AC064805.2	
RPLP0	L10E
RPLP0	LP0
RPLP0	P0
RPLP0	PRLP0
RPLP0	RPP0
RAB37	
RNU6-762P	
ORC2	ORC2L
PSMD4	AF
PSMD4	AF-1
PSMD4	Rpn10
PSMD4	S5A
MIR6090	hsa-mir-6090
ETS1-AS1	pancEts-1
AP001122.1	
FLI1	EWSR2
FLI1	SIC-1
ZNF687-AS1	
ZNF687	KIAA1441
AC005037.1	
FAM126B	HYCC2
FAM126B	MGC39518
PI4KB	PI4K-BETA
PI4KB	pi4K92
PI4KB	PIK4CB
SENCR	FLI1-AS1
KCNJ1	Kir1.1
KCNJ1	ROMK1
CD300LF	CD300f
CD300LF	CLM1
CD300LF	IGSF13
CD300LF	IREM1
CD300LF	NKIR
HNRNPA1P35	
RPL23AP30	
NDUFB3	B12
AP000920.1	
KCNJ5	CIR
KCNJ5	GIRK4
KCNJ5	KATP1
KCNJ5	Kir3.4
KCNJ5	LQT13
PXN-AS1	EyeLinc4
RNU6-1206P	
Metazoa_SRP	
AC007272.1	
RPL17P10	
CFLAR	c-FLIP
CFLAR	CASH
CFLAR	CASP8AP1
CFLAR	Casper
CFLAR	cFLIP
CFLAR	CLARP
CFLAR	FLAME
CFLAR	FLIP
CFLAR	I-FLICE
CFLAR	MRIT
C11orf45	FLJ43646
C11orf45	MGC35558
TP53AIP1	p53AIP1
PXN	
ARHGAP32	GC-GAP
ARHGAP32	GRIT
ARHGAP32	KIAA0712
ARHGAP32	MGC1892
ARHGAP32	RICS
AC016888.1	
MIR3615	hsa-mir-3615
SLC9A3R1	EBP50
SLC9A3R1	NHERF
SLC9A3R1	NHERF1
RN7SL444P	
AL391069.2	
RFX5	
NAT9	DKFZP564C103
RNU6-876P	
Y_RNA	
RNU6-874P	
ZNF123P	HZF-1
ZNF123P	ZNF123
BARX2	
SNORD66	HBII-142
FAM131A	C3orf40
FAM131A	MGC21688
RPS27P20	
AP003500.1	
LINC01395	TCONS_00019178
AP003327.2	
TMEM104	FLJ00021
TMEM104	FLJ20255
AP003327.1	
TMEM45B	BC016153
TMEM45B	FLJ40787
NFRKB	DKFZp547B2013
NFRKB	INO80G
IMPDH1P10	
CFLAR-AS1	ALS2CR10
AC004263.2	
AC004263.1	
RPS20P31	
GRIN2C	GluN2C
GRIN2C	NMDAR2C
NME2P1	
RNU4-2	RNU4-1B
RNU4-2	RNU4B1
RNU4-2	RNU4C
RNU4-2	U4A
RNU4-2	U4b
RNU4-2	U4c
RNU4-1	RNU4A
RNU4-1	RNU4B2
RNU4-1	U4
RNU4-1	U4BL
SIRT4	SIR2L4
AL391069.1	
CLCN2	ClC-2
CLCN2	CLC2
CLCN2	EJM6
RFX5-AS1	GBAT2
RNU6-1088P	
SELENBP1	hSBP
SELENBP1	hSP56
SELENBP1	LPSB
PLA2G1B	PLA2
PLA2G1B	PLA2A
PLA2G1B	PPLA2
RNU7-45P	U7.45
RPL38P5	
AC007283.1	
CASP10	FLICE-2
CASP10	MCH4
MSI1	
FDXR	ADR
FDXR	ADXR
RPS27P25	
AC003982.1	
COX6A1	COX6A
AL021546.1	
TRIAP1	HSPC132
TRIAP1	MDM35
TRIAP1	P53CSV
TRIAP1	WF-1
GATC	15E1.2
GATC	FLJ37000
RPL31P52	
SRSF9	SFRS9
SRSF9	SRp30c
MTND5P25	
MTND4P23	
MTND4LP13	
DYNLL1	DLC1
DYNLL1	DLC8
DYNLL1	DNCL1
DYNLL1	hdlc1
DYNLL1	LC8
DYNLL1	PIN
PRDM10	KIAA1231
PRDM10	MGC131802
PRDM10	PFM7
CASP8	Casp-8
CASP8	FLICE
CASP8	MACH
CASP8	MCH5
NRAV	DYNLL1-AS1
AC063943.1	
COQ5	MGC4767
PSMB4	HN3
PSMB4	PROS26
POLR2H	RPB8
Y_RNA	
RPL29P24	
RNF10	KIAA0262
RNF10	RIE2
POGZ	KIAA0461
POGZ	ZNF280E
POGZ	ZNF635
THPO	MGDF
THPO	MPLLG
THPO	TPO
FADS6	
USH1G	ANKS4A
USH1G	FLJ33924
USH1G	Sans
OTOP2	
CHRD	
OTOP3	
LINC00167	C11orf37
LINC00167	FLJ31394
LINC00167	NCRNA00167
HID1	C17orf28
HID1	DMC1
HID1	HID-1
AP003041.1	
ELOBP2	TCEB2P2
AP003041.2	
APLP2	APPH
APLP2	APPL2
FLACC1	ALS2CR12
AC063943.2	
POP5	
RPL11P5	
AC125616.1	
CABP1	
HID1-AS1	
CDR2L	HUMPPA
MRPL58	DS-1
MRPL58	ICT1
TRAK2	ALS2CR3
TRAK2	CALS-C
TRAK2	GRIF-1
TRAK2	KIAA0549
TRAK2	MILT2
TRAK2	OIP98
RNU6-362P	
KCTD2	KIAA0176
RNY4P25	
CGN	KIAA1319
MLEC	KIAA0152
ATP5PD	ATP5H
ATP5PD	ATP5JD
ATP5PD	ATPQ
AC069234.2	
AC069234.5	
AC069234.4	
UNC119B	MGC5139
UNC119B	POC7B
STRADB	ALS2CR2
STRADB	CALS-21
STRADB	ILPIP
STRADB	ILPIPA
STRADB	PAPK
RN7SL573P	
AC111186.1	
TRIM80P	TRIM47LP
LINC02054	
AC069234.3	
MIR4700	hsa-mir-4700
SLC16A5	MCT5
SLC16A5	MCT6
AC128714.1	
ACADS	ACAD3
ACADS	SCAD
LINC01839	EIF2B5-IT1
LINC01840	EIF2B5-AS1
EPHB3	ETK2
EPHB3	Hek2
EPHB3	Tyro6
AL365436.3	
TUFT1	
AC069234.1	
SPPL3	DKFZP586C1324
SPPL3	IMP2
SPPL3	MGC126674
SPPL3	MGC126676
SPPL3	MGC90402
SPPL3	PSL4
MAGEF1	
AC107294.2	
Y_RNA	
LINC02069	
ARMC7	FLJ22160
AC107294.3	
AC107294.1	
AC107294.4	
SCYL2P1	
RPL34P21	
Y_RNA	
U4	
ST14	HAI
ST14	MT-SP1
ST14	PRSS14
ST14	SNC19
ST14	TMPRSS14
C2CD6	ALS2CR11
C2CD6	FLJ25351
NT5C	cdN
NT5C	DNT-1
NT5C	DNT1
NT5C	PN-I
NT5C	UMPH2
VPS8	FLJ32099
VPS8	KIAA0804
ARF1P2	
AC069214.1	
CLIC1P1	
RPL12P33	
HNF1A-AS1	C12orf27
HNF1A-AS1	FLJ38690
HNF1A-AS1	HAS1
HNF1A-AS1	NCRNA00262
AL365436.2	
MIR554	hsa-mir-554
MIR554	MIRN554
AL365436.1	
HNF1A	HNF1
HNF1A	LFB1
HNF1A	MODY3
HNF1A	TCF1
SNX27	KIAA0488
SNX27	MGC20471
SNX27	MY014
AC022211.4	
JPT1	ARM2
JPT1	HN1
JPT1	HN1A
MTCO2P16	
MTATP6P16	
MTCO3P16	
MTND3P16	
MTND4LP16	
MTND4P29	
MTND5P31	
TMEM237	ALS2CR4
TMEM237	JBTS14
ZBTB44	BTBD15
ZBTB44	HSPC063
ZBTB44	ZNF851
AC022211.3	
AC022211.1	
Y_RNA	
SUMO2	SMT3B
SUMO2	SMT3H2
NDUFAF2P2	
DDX18P5	
RN7SL778P	
ZBTB44-DT	
ADAMTS8	ADAM-TS8
ADAMTS8	FLJ41712
ADAMTS8	METH2
ENO1P4	
AC007279.1	
AL391335.1	
RNU6-1062P	
CELF3	BRUNOL1
CELF3	CAGH4
CELF3	ERDA4
CELF3	MGC57297
CELF3	TNRC4
NUP85	FLJ12549
NUP85	NUP75
ADAMTS15	
C3orf70	
MPP4	DLG6
EHHADH-AS1	
EHHADH	ECHD
AP004371.1	
BAK1P2	BAK3
BAK1P2	BAK3P
BAK1P2	BCL2L7P2
MIR8052	hsa-mir-8052
LINC02873	C11orf44
LINC02873	FLJ39058
AP003486.2	
PPP1R10P1	PPP1R10P
LINC02551	RP11-890B15.2
EIF2S2P2	bcm2636
MIR5588	hsa-mir-5588
MAP3K13	LZK
MAP3K13	MEKK13
SNX19	CHET8
SNX19	KIAA0254
C12orf43	Custos
C12orf43	FLJ12448
AL589765.1	
RIIAD1	C1orf230
RIIAD1	FLJ36032
RIIAD1	NCRNA00166
RNU6-662P	
AL589765.7	
AL589765.3	
MRPL9	
AP003486.1	
RN7SL167P	
AP002856.3	
AP002856.1	
AP002856.4	
RPL4P4	
AP002856.2	
TMEM41A	MGC15397
NTM	CEPU-1
NTM	HNT
NTM	IGLON2
NTM	NTRI
GGA3	KIAA0154
AC099661.1	
OASL	OASL1
OASL	p59OASL
OASL	TRIP14
LIPH	LPDLR
LIPH	mPA-PLA1
LIPH	mPA-PLA1alpha
LIPH	PLA1B
OAZ3	
SENP2	AXAM2
SENP2	DKFZp762A2316
SENP2	KIAA1331
SENP2	SMT3IP2
OASL2P	
AC079602.2	
AC079602.3	
SNORA70	
AC079602.1	
P2RX7	MGC20089
P2RX7	P2X7
RNU6ATAC12P	
AP003025.1	
AL589765.4	
AL589765.2	
AP003025.2	
AL589765.5	
NTM-AS1	C11orf39
NTM-AS1	FLJ45436
TDRKH	TDRD2
AP004372.1	
AP000844.2	
AP000844.1	
NTM-IT	NTM-IT3
AP000843.1	
RNU6-651P	
OPCML	IGLON1
OPCML	OBCAM
OPCML	OPCM
ALS2	ALS2CR6
AC133473.1	
IGF2BP2	IMP-2
MRPS7	MRP-S
MRPS7	RP-S7
MRPS7	RPMS7
U6	
AP003784.1	
OPCML-IT2	
AP004782.1	
AP003972.1	
OPCML-IT1	
AP004606.1	
LINC02743	
SPATA19	CT132
SPATA19	FLJ25851
SPATA19	SPAS1
SPATA19	spergen1
MIF4GD	AD023
MIF4GD	MGC45027
MIF4GD	MIFD
MIF4GD	SLIP1
AP001979.1	
IGSF9B	KIAA1030
IGSF9B	LINC00947
IGSF9B	LOC283174
IGSF9B	MIR4697HG
IGF2BP2-AS1	C3orf65
IGF2BP2-AS1	FLJ32900
MIR548AQ	hsa-mir-548aq
TRA2B	Htra2-beta
TRA2B	PPP1R156
TRA2B	SFRS10
TDRKH-AS1	RP11-98D18.9
AC022211.2	
AL589765.6	
MIR4697	hsa-mir-4697
LINGO4	LRRN6D
LINC02730	
SLC25A19	DNC
SLC25A19	MCPHA
SLC25A19	MUP1
SLC25A19	TPC
RORC	NR1F3
RORC	RORG
RORC	RZRG
RORC	TOR
LINC02731	
AC069209.2	
AC069209.1	
P2RX4	P2X4
AP000911.1	
JAM3	JAM-C
JAM3	JAMC
NMRAL2P	LOC344887
NMRAL2P	NMRAL1P1
ETV5	ERM
C2CD4D	FAM148D
Y_RNA	
C2CD4D-AS1	
THEM5	FLJ37964
THEM4	CTMP
PTP4A2P2	PTP4AP2
GRB2	NCKAP2
NCAPD3	CAP-D3
NCAPD3	FLJ42888
NCAPD3	hCAP-D3
NCAPD3	hcp-6
NCAPD3	hHCP-6
NCAPD3	KIAA0056
AL450992.2	
AL450992.3	
KRT8P28	
Metazoa_SRP	
S100A10	42C
S100A10	ANX2LG
S100A10	CAL1L
S100A10	CLP11
S100A10	P11
ETV5-AS1	
DGKG	DAGK3
AL450992.1	
NBPF18P	
S100A11	S100C
AC011933.1	
AC011933.4	
SPTLC1P4	
AC011933.2	
AL591893.1	
AC011933.3	
MIR3678	hsa-mir-3678
TCHHL1	S100A17
TCHHL1	THHL1
RNU6-938P	
Y_RNA	
TCHH	THH
TMEM94	KIAA0195
AL589986.1	
CAMKK2	CAMKK
CAMKK2	CAMKKB
CAMKK2	KIAA0787
CAMKK2	MGC15254
PUDPP2	FAM16B
PUDPP2	HDHD1CP
PUDPP2	HDHD1P2
RPTN	FLJ39117
FLG-AS1	
AL589986.2	
HRNR	FLG3
HRNR	S100A16
HRNR	S100a18
FLG	
FLG2	IFPS
HMGN3P1	
CRNN	C1orf10
CRNN	SEP53
LCE5A	LEP18
LCE5A	SPRL5A
CRCT1	C1orf42
CRCT1	NICE-1
AP001775.1	
LINC02020	
AP001775.2	
LCE3E	LEP17
VPS26B	MGC10485
VPS26B	Pep8b
LCE3D	LEP16
LCE3D	SPRL6A
LCE3D	SPRL6B
LCE3C	LEP15
LCE3C	SPRL3A
LCE3B	LEP14
LCE3A	LEP13
LCEP4	
LCEP3	
LCE2D	LEP12
LCE2D	SPRL1A
LCE2C	LEP11
LCE2B	LEP10
LCE2B	SPRL1B
LCE2B	XP5
LINC02052	
LCE2A	LEP9
LCE4A	LEP8
LCE4A	SPRL4A
C1orf68	LEP7
C1orf68	XP32
THYN1	THY28
LCEP2	
LCEP1	
KPRP	C1orf45
LCE1F	LEP6
LCE1E	LEP5
LCE1D	LEP4
LINC02051	
CRYGS	CRYG8
LCE1C	LEP3
LCE1B	LEP2
LCE1B	SPRL2A
LCE1A	LEP1
TBCCD1	FLJ10560
LCE6A	C1orf44
AL162596.1	
SMCP	MCSP
IVL	
MIR6785	hsa-mir-6785
CASKIN2	ANKS5B
CASKIN2	FLJ21609
CASKIN2	KIAA1139
LINC01527	lnc-SPRR2D-1
LINC01527	RP1-13P20.6
SPRR5	
SPRR4	
SPRR1A	
DNAJB11	EDJ
DNAJB11	ERdj3
DNAJB11	HEDJ
SPRR3	
ACAD8	
AL356867.1	
AL356867.2	
SPRR1B	GADD33
SPRR1B	SPRR1
AC068631.1	
SPRR2D	
SPRR2A	
SPRR2B	
SPRR2E	
SPRR2F	
SPRR2C	
SPRR2G	
AL161636.1	
LELP1	
TSEN54	SEN54
TSEN54	SEN54L
PRR9	
AL161636.2	
LORICRIN	LOR
PGLYRP3	PGLYRPIalpha
PGLYRP3	PGRP-Ialpha
PGLYRP3	PGRPIA
PGLYRP4	PGLYRPIbeta
PGLYRP4	PGRP-Ibeta
PGLYRP4	PGRPIB
PGLYRP4	SBBI67
GLB1L3	FLJ90231
AC068631.2	
AC068631.3	
AHSG	A2HS
AHSG	FETUA
AHSG	HSGA
RNU6-160P	
S100A9	60B8AG
S100A9	CAGB
S100A9	CFAG
S100A9	CGLB
S100A9	LIAG
S100A9	MAC387
S100A9	MIF
S100A9	MRP14
S100A9	NIF
S100A9	P14
S100A12	CAAF1
S100A12	CAGC
S100A12	CGRP
S100A12	ENRAGE
S100A12	MRP6
S100A12	p6
LAPTM4BP1	
S100A8	60B8AG
S100A8	CAGA
S100A8	CFAG
S100A8	CGLA
S100A8	MRP8
S100A8	P8
Metazoa_SRP	
FETUB	
S100A15A	
S100A7A	S100A15
S100A7A	S100A7f
S100A7A	S100A7L1
AP000859.1	
LLGL2	HGL
LLGL2	Hugl-2
GLB1L2	
S100A7P1	s100a7d
S100A7P1	S100A7L3
S100A7L2	s100a7b
S100A7	PSOR1
S100A7	S100A7c
RN7SL44P	
BX470102.1	
S100A6	2A9
S100A6	CABP
S100A6	CACY
S100A6	PRA
S100A5	S100D
S100A4	18A2
S100A4	42A
S100A4	CAPL
S100A4	FSP1
S100A4	MTS1
S100A4	P9KA
S100A4	PEL98
ANAPC5	APC5
B3GAT1	CD57
B3GAT1	GlcAT-P
B3GAT1	HNK-1
B3GAT1	LEU7
B3GAT1	NK-1
HRG	HPRG
HRG	HRGP
S100A3	S100E
S100A2	CAN19
S100A2	S100L
AC109780.1	
AC109780.2	
KNG1	BDK
KNG1	BK
KNG1	KNG
B3GAT1-DT	LOC283177
BX470102.2	
S100A16	DT1P1A7
S100A16	MGC17528
S100A16	S100F
AP004550.1	
AP001999.3	
AP001999.1	
AP001999.2	
LINC02706	
LINC02714	
PSMD10P2	
S100A14	BCMP84
S100A14	S100A15
AP003062.2	
LINC02697	
RNU6-1105P	
GPS2P2	
AP003062.1	
LINC02717	
LINC02684	
EIF4A2	BM-010
EIF4A2	DDX2B
EIF4A2	EIF4A
EIF4A2	EIF4F
S100A13	
AL162258.1	
S100A1	S100-alpha
S100A1	S100A
AL162258.2	
MYO15B	MYO15BP
CHTOP	C1orf77
CHTOP	DKFZP547E1010
CHTOP	FOP
CHTOP	SRAG
AC048337.1	
RNF34	FLJ21786
RNF34	RIF
RNF34	RIFF
SNAPIN	BLOC1S7
SNAPIN	BORCS3
SNAPIN	SNAPAP
KDM2B	CXXC2
KDM2B	Fbl10
KDM2B	FBXL10
KDM2B	JHDM1B
KDM2B	PCCX2
ILF2	NF45
RPS2P16	
CDK15	ALS2CR7
CDK15	PFTAIRE2
CDK15	PFTK2
AC112907.3	
SNORD2	R39B
SNORD2	snR39B
SNORA63B	
MIR1248	hsa-mir-1248
MIR1248	MIRN1248
SNORA81	HBI-61
SNORA63	E3
SNORA63	E3-2
SNORA63	RNE3
SNORA63	RNU107
SNORA63	SNORA63A
SNORA4	ACA4
RFC4	A1
RFC4	RFC37
NPR1	ANPa
NPR1	ANPRA
NPR1	GUCY2A
NPR1	NPRA
RECQL5	FLJ90603
RECQL5	RecQ5
AC112907.1	
LINC02043	
AC112907.2	
ADIPOQ	ACDC
ADIPOQ	ACRP30
ADIPOQ	adiponectin
ADIPOQ	apM1
ADIPOQ	GBP28
MIR8083	hsa-mir-8083
RN7SL372P	
GEMIN2P1	
Y_RNA	
INTS3	C1orf60
INTS3	FLJ21919
INTS3	INT3
INTS3	SOSS-A
ADIPOQ-AS1	
RPS20P14	
Y_RNA	
AC007690.1	
UBE2V1P11	
RNU6-440P	
AC069148.1	
FZD7	FzE3
KIAA2012	
ST6GAL1	SIAT1
KIAA2012-AS1	
AC079354.2	
AC079354.1	
PSMA2P3	PSMA2L
DAZAP2P1	
MIR7107	hsa-mir-7107
KDM2B-DT	
SUMO1	GMP1
SUMO1	OFC10
SUMO1	PIC1
SUMO1	SMT3C
SUMO1	SMT3H3
SUMO1	SUMO-1
SUMO1	UBL1
RNU6-1004P	
ORAI1	CRACM1
ORAI1	FLJ14466
ORAI1	TMEM142A
MORN3	
SMIM5	C17orf109
RPL39L	RPL39L1
